Company_name,Rating,Reviews,Industry_and_Location
Hyatt Regency,4.0,(1.4k),Hospitality | New Delhi +50 other locations
Acmegrade,3.9,(1.4k),EdTech | Bangalore / Bengaluru +21 other locations
NIIT,3.5,(1.4k),Education & Training | Gurgaon / Gurugram +101 other locations
Narayana Educational Society,3.5,(1.4k),Education & Training | Hyderabad / Secunderabad +144 other locations
Bharat Forge,3.8,(1.4k),Auto Components | Pune +28 other locations
Agilus Diagnostics,4.1,(1.4k),Healthcare | Mumbai +136 other locations
Airtel Payments Bank,3.8,(1.4k),Banking | Gurgaon / Gurugram +326 other locations
V5 Global Services,3.9,(1.4k),Recruitment | New Delhi +214 other locations
Heritage Foods,4.0,(1.4k),Food Processing | Hyderabad / Secunderabad +126 other locations
Apco Infratech,3.8,(1.4k),Engineering & Construction | Lucknow +93 other locations
Health Care Global Enterprises,4.2,(1.4k),Healthcare | Bangalore / Bengaluru +52 other locations
Amneal Pharmaceuticals,4.2,(1.4k),Pharma | Ahmedabad +43 other locations
Acuity Knowledge Partners,3.2,(1.4k),Analytics & KPO | Bangalore / Bengaluru +16 other locations
Sony,4.1,(1.4k),Consumer Electronics & Appliances | New Delhi +145 other locations
Apexon,3.3,(1.4k),IT Services & Consulting | Bangalore / Bengaluru +21 other locations
Happiest Minds Technologies,3.4,(1.4k),IT Services & Consulting | Bangalore / Bengaluru +17 other locations
IDC Technologies,3.1,(1.4k),IT Services & Consulting | Noida +66 other locations
AB InBev India,3.3,(1.4k),Beverage | Bangalore / Bengaluru +77 other locations
SBFC Finance,3.8,(1.4k),NBFC | Mumbai +215 other locations
Tieto,4.2,(1.4k),IT Services & Consulting | Pune +14 other locations
PNB Housing Finance,3.8,(1.4k),NBFC | New Delhi +168 other locations
CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),3.6,(1.4k),Auto Components | Pune +47 other locations
J. Kumar Infraprojects,4.1,(1.4k),Engineering & Construction | Mumbai +40 other locations
Labmentix,4.5,(1.4k),Bangalore / Bengaluru +32 other locations
Morningstar,3.7,(1.4k),Financial Services | Mumbai +18 other locations
The Muthoot Group,3.6,(1.4k),Financial Services | New Delhi +307 other locations
TCS iON,3.8,(1.4k),IT Services & Consulting | Chennai +114 other locations
Jaquar,4.1,(1.4k),Building Material | Gurgaon / Gurugram +115 other locations
Xiaomi,3.8,(1.4k),Consumer Electronics & Appliances | Bangalore / Bengaluru +211 other locations
VLCC,3.3,(1.4k),Beauty & Personal Care | New Delhi +111 other locations
Amara Raja Energy & Mobility,4.1,(1.4k),Auto Components | Tirupati +91 other locations
Vfs Global Services,3.4,(1.4k),IT Services & Consulting | Mumbai +32 other locations
Indegene,3.3,(1.4k),Analytics & KPO | Bangalore / Bengaluru +32 other locations
Altimetrik,3.6,(1.4k),IT Services & Consulting | Bangalore / Bengaluru +14 other locations
Aumovio,3.8,(1.4k),Auto Components | Bangalore / Bengaluru +21 other locations
Sansera Engineering,4.0,(1.4k),Auto Components | Bangalore / Bengaluru +28 other locations
FedEx Express,4.0,(1.4k),Logistics | Mumbai +92 other locations
Infogain,3.5,(1.4k),IT Services & Consulting | Bangalore / Bengaluru +23 other locations
Slk Software Services,3.2,(1.4k),IT Services & Consulting | Bangalore / Bengaluru +15 other locations
Faurecia,3.9,(1.4k),Auto Components | Pune +28 other locations
Adobe,3.7,(1.4k),Software Product | Bangalore / Bengaluru +21 other locations
AtkinsRealis,3.7,(1.4k),Engineering & Construction | Bangalore / Bengaluru +55 other locations
Chandigarh University,4.2,(1.4k),Education & Training | Chandigarh +48 other locations
Sheenlac Paints,4.2,(1.3k),Chemicals | Chennai +162 other locations
Oracle Financial Services Software,3.4,(1.4k),Software Product | Bangalore / Bengaluru +21 other locations
Paytm Payments Bank,3.8,(1.3k),Banking | Noida +137 other locations
Aforeserve,3.4,(1.3k),IT Services & Consulting | Mumbai +158 other locations
DCM Shriram,4.1,(1.3k),Chemicals | Bharuch +109 other locations
Kantar,3.5,(1.3k),Analytics & KPO | Bangalore / Bengaluru +44 other locations
Sharekhan,3.7,(1.3k),Financial Services | Mumbai +113 other locations
Nykaa,3.4,(1.3k),Internet | Mumbai +115 other locations
EOSGlobe,2.9,(1.3k),BPO | Mumbai +29 other locations
Eaton,4.0,(1.3k),Electronics Manufacturing | Pune +22 other locations
DEXIT Global,3.5,(1.3k),IT Services & Consulting | Mumbai +151 other locations
MedPlus,3.6,(1.3k),Retail | Hyderabad / Secunderabad +136 other locations
Bajaj Housing Finance,3.6,(1.3k),NBFC | Pune +168 other locations
Amity University,3.6,(1.3k),Education & Training | Noida +86 other locations
Fino Payments Bank,3.9,(1.3k),Banking | Mumbai +270 other locations
Worley,4.1,(1.3k),Engineering & Construction | Mumbai +55 other locations
Big Bazaar,4.3,(1.3k),Retail | New Delhi +159 other locations
JioMart,3.9,(1.3k),Retail | Mumbai +297 other locations
Bharat FIH,3.7,(1.3k),Electronics Manufacturing | Chennai +39 other locations
Fusion Finance,3.9,(1.4k),NBFC | New Delhi +330 other locations
Collabera Talent Solutions,3.4,(1.3k),Recruitment | Bangalore / Bengaluru +43 other locations
Chetu,3.5,(1.3k),Software Product | Noida +14 other locations
TEKsystems,3.2,(1.3k),IT Services & Consulting | Bangalore / Bengaluru +18 other locations
VOIS,3.8,(1.3k),IT Services & Consulting | Pune +21 other locations
TÜV SÜD,3.9,(1.3k),"Testing, Inspection and Certification (TIC) | Bangalore / Bengaluru +125 other locations"
Unichem Laboratories,3.6,(1.3k),Pharma | Ghaziabad +77 other locations
Iffco Tokio General Insurance Co.,3.7,(1.3k),Insurance | Gurgaon / Gurugram +274 other locations
GE,4.1,(1.3k),Defence & Aerospace | Bangalore / Bengaluru +76 other locations
iMerit,3.2,(1.3k),IT Services & Consulting | Kolkata +22 other locations
City Union Bank,3.0,(1.3k),Banking | Chennai +188 other locations
Rashmi Metaliks,3.2,(1.3k),Iron & Steel | Kharagpur +43 other locations
Burger King,3.9,(1.3k),Hospitality | New Delhi +109 other locations
Novo Nordisk,3.6,(1.3k),Pharma | Bangalore / Bengaluru +74 other locations
Sunknowledge Services,3.5,(1.3k),BPO | Kolkata +13 other locations
JSW Cement,4.0,(1.3k),Building Material | Mumbai +141 other locations
FDC,3.7,(1.3k),Pharma | Mumbai +126 other locations
Hindware Limited,3.9,(1.3k),Building Material | Hyderabad / Secunderabad +134 other locations
Incedo,3.0,(1.3k),IT Services & Consulting | Gurgaon / Gurugram +12 other locations
Aptara,3.1,(1.3k),Content Development | Noida +14 other locations
Spicejet,3.4,(1.3k),Aviation | New Delhi +60 other locations
ManpowerGroup,3.6,(1.3k),Recruitment | Bangalore / Bengaluru +148 other locations
Bluestock ™,4.5,(1.3k),FinTech | Pune +43 other locations
Labmentix,4.5,(1.3k),Bangalore / Bengaluru +30 other locations
ZF Steering Gear,3.7,(1.3k),Auto Components | Pune +34 other locations
TE Connectivity,4.1,(1.3k),Electronics Manufacturing | Bangalore / Bengaluru +22 other locations
CreditAccess Grameen,4.0,(1.3k),NBFC | Bangalore / Bengaluru +338 other locations
VIBGYOR Group of Schools,3.4,(1.3k),Education & Training | Bangalore / Bengaluru +37 other locations
Hindustan Construction Company,4.3,(1.3k),Engineering & Construction | Mumbai +93 other locations
Citco,3.1,(1.3k),Management Consulting | Pune +13 other locations
Atul,3.9,(1.3k),Chemicals | Valsad +64 other locations
The Ramco Cements,4.1,(1.3k),Building Material | Chennai +122 other locations
Shubham Housing Development Finance,3.9,(1.3k),NBFC | New Delhi +155 other locations
RBL FinServe,3.9,(1.3k),Financial Services | Mumbai +364 other locations
Cinépolis,3.8,(1.3k),Media & Entertainment | New Delhi +59 other locations
Brillio,3.4,(1.3k),IT Services & Consulting | Bangalore / Bengaluru +14 other locations
Fabindia,3.8,(1.3k),Retail | New Delhi +83 other locations
Punjab National Bank,3.8,(1.3k),Banking | New Delhi +216 other locations
Pantaloons,4.1,(1.3k),Retail | Mumbai +154 other locations
Nippon Paint India,4.0,(1.3k),Chemicals | Chennai +163 other locations
Mondelez International,4.1,(1.3k),Food Processing | Mumbai +195 other locations
AGS Transact Technologies,2.8,(1.3k),FinTech | Mumbai +122 other locations
Hatsun Agro Product,3.7,(1.3k),Food Processing | Chennai +126 other locations
Sigma Electric Manufacturing Corporation,4.0,(1.3k),Industrial Machinery | Pune +22 other locations
GEP Worldwide,3.6,(1.3k),IT Services & Consulting | Mumbai +17 other locations
CenturyPly,3.8,(1.3k),Furniture & Furnishing | Kolkata +140 other locations
OM Logistics,3.9,(1.3k),Logistics | New Delhi +122 other locations
Luminous Power Technologies,4.1,(1.3k),Consumer Electronics & Appliances | Gurgaon / Gurugram +135 other locations
Grant Thornton,3.4,(1.3k),Accounting & Auditing | Bangalore / Bengaluru +59 other locations
INDIUM,4.0,(1.3k),IT Services & Consulting | Chennai +13 other locations
Panasonic,4.0,(1.3k),Consumer Electronics & Appliances | Gurgaon / Gurugram +125 other locations
Baroda Global Shared Services,3.8,(1.3k),BPO | Gandhinagar +177 other locations
More Supermarket,3.7,(1.3k),Retail | Bangalore / Bengaluru +159 other locations
Decathlon,3.7,(1.2k),Retail | Bangalore / Bengaluru +70 other locations
Aerial Telecom Solutions,4.0,(1.2k),Telecom | Mohali +109 other locations
Dell EMC,3.8,(1.2k),IT Services & Consulting | Bangalore / Bengaluru +53 other locations
ECIL,4.2,(1.2k),Electronics Manufacturing | Hyderabad / Secunderabad +56 other locations
Vestas,4.1,(1.2k),Power | Chennai +50 other locations
Jakson Group,4.1,(1.2k),Power | Noida +100 other locations
Automotive Manufacturers,3.9,(1.2k),Automobile | Hyderabad / Secunderabad +148 other locations
Jindal X,3.6,(1.2k),BPO | New Delhi +22 other locations
R Systems International,3.4,(1.2k),IT Services & Consulting | Noida +22 other locations
OpenText Technologies,3.4,(1.2k),Software Product | Bangalore / Bengaluru +14 other locations
Ion Exchange India,3.7,(1.2k),Waste Management | Mumbai +124 other locations
Tenneco,3.6,(1.2k),Auto Components | Pune +44 other locations
Troikaa Pharmaceuticals,4.1,(1.2k),Pharma | Ahmedabad +104 other locations
Samsung Research,3.1,(1.2k),IT Services & Consulting | Bangalore / Bengaluru +19 other locations
Centre for Development of Advanced Computing,3.7,(1.2k),IT Services & Consulting | Pune +41 other locations
ICICI Prudential Mutual Fund,3.9,(1.2k),Financial Services | Mumbai +167 other locations
SKF,4.0,(1.2k),Auto Components | Pune +69 other locations
Astral Pipe,4.0,(1.2k),Building Material | Ahmedabad +142 other locations
Viraj Profiles,3.9,(1.2k),Iron & Steel | Mumbai +28 other locations
ANZ Banking Group,3.8,(1.2k),Banking | Bangalore / Bengaluru +18 other locations
Rupeek,4.1,(1.2k),FinTech | Bangalore / Bengaluru +57 other locations
Globant,3.4,(1.2k),IT Services & Consulting | Pune +16 other locations
Fresenius Kabi,4.0,(1.2k),Pharma | Pune +64 other locations
Godrej Consumer Products,4.0,(1.2k),FMCG | Mumbai +149 other locations
Oil And Natural Gas Corporation,4.4,(1.2k),Oil & Gas | Mumbai +83 other locations
PNC Infratech,3.8,(1.2k),Engineering & Construction | Agra +93 other locations
SK Finance Limited,3.8,(1.2k),NBFC | Jaipur +265 other locations
NetAmbit,4.0,(1.2k),BPO | Noida +145 other locations
Synchrony,4.3,(1.2k),Financial Services | Hyderabad / Secunderabad +9 other locations
Intertek,3.7,(1.2k),"Testing, Inspection and Certification (TIC) | New Delhi +113 other locations"
iSON Xperiences,3.2,(1.2k),BPO | Chennai +43 other locations
T-Systems ICT India,3.8,(1.2k),IT Services & Consulting | Pune +16 other locations
Shriram Pistons & Rings,4.1,(1.2k),Auto Components | Bhiwadi +61 other locations
Mu Sigma,2.5,(1.2k),Analytics & KPO | Bangalore / Bengaluru +16 other locations
mPokket,4.4,(1.2k),NBFC | Kolkata +20 other locations
Aarvee Associates,3.7,(1.2k),Engineering & Construction | Hyderabad / Secunderabad +167 other locations
AIIMS,4.1,(1.2k),Education & Training | New Delhi +73 other locations
Zoho,4.2,(1.2k),Software Product | Chennai +35 other locations
Best Sellers,4.1,(1.2k),Retail | Mumbai +92 other locations
Spandana Sphoorty Financial,3.7,(1.2k),NBFC | Hyderabad / Secunderabad +347 other locations
Apex Group,2.7,(1.2k),Financial Services | Pune +28 other locations
H.G. Infra Engineering,4.0,(1.2k),Engineering & Construction | Jaipur +99 other locations
Wind World,4.0,(1.2k),Power | Jaisalmer +82 other locations
Qualcomm,3.7,(1.2k),Semiconductors | Hyderabad / Secunderabad +18 other locations
Prodapt,3.5,(1.2k),IT Services & Consulting | Chennai +16 other locations
Kalpataru Limited,4.2,(1.2k),Real Estate | Mumbai +82 other locations
DENSO,4.1,(1.2k),Auto Components | Gurgaon / Gurugram +39 other locations
Dassault Systemes,3.8,(1.2k),Software Product | Pune +12 other locations
Parexel International,3.8,(1.2k),Clinical Research | Hyderabad / Secunderabad +25 other locations
EbixCash Limited,3.7,(1.2k),Software Product | Noida +85 other locations
FOCUS EDUMATICS,2.9,(1.2k),EdTech | Coimbatore +35 other locations
Leadec India,4.1,(1.2k),Facility Management Services | Pune +79 other locations
KIMS Hospital,3.9,(1.2k),Healthcare | Hyderabad / Secunderabad +59 other locations
Fidelity National Financial,3.8,(1.2k),Financial Services | Bangalore / Bengaluru +15 other locations
PHN Technology,4.3,(1.2k),EdTech | Pune +32 other locations
Rockman Industries,3.9,(1.2k),Auto Components | Haridwar +40 other locations
Royal Migration Solutions,4.9,(1.2k),Other | Dubai +12 other locations
Kirloskar Oil Engines,4.1,(1.2k),Industrial Machinery | Pune +105 other locations
Fidelity Investments,4.1,(1.2k),Financial Services | Bangalore / Bengaluru +19 other locations
Intel,4.1,(1.2k),Semiconductors | Bangalore / Bengaluru +36 other locations
Diageo,3.8,(1.2k),Beverage | Bangalore / Bengaluru +97 other locations
JK Lakshmi Cement,3.7,(1.2k),Building Material | New Delhi +140 other locations
DLF,3.9,(1.2k),Real Estate | Gurgaon / Gurugram +35 other locations
Colliers India,3.9,(1.2k),Real Estate | Bangalore / Bengaluru +46 other locations
Ahluwalia Contracts India,4.0,(1.2k),Engineering & Construction | New Delhi +58 other locations
Barclays Shared Services,3.8,(1.2k),Financial Services | Chennai +16 other locations
JTEKT,4.1,(1.2k),Auto Components | Gurgaon / Gurugram +29 other locations
ExcelR,3.7,(1.2k),Education & Training | Bangalore / Bengaluru +24 other locations
ACG Worldwide,3.8,(1.1k),Pharma | Mumbai +30 other locations
The Jaypee Group,3.8,(1.2k),Engineering & Construction | Noida +106 other locations
Baazar Retail Private Limited,4.5,(1.1k),Retail | Kolkata +107 other locations
Xyz Company,3.8,(1.1k),Financial Services | Bangalore / Bengaluru +95 other locations
Thyrocare Technologies,3.8,(1.1k),Healthcare | Mumbai +75 other locations
Indostar Capital Finance Limited,4.4,(1.1k),NBFC | Mumbai +322 other locations
DP World,3.8,(1.1k),Logistics | Mumbai +83 other locations
Ocwen Financial Solutions,3.9,(1.1k),Financial Services | Bangalore / Bengaluru +9 other locations
DISH TV,3.4,(1.1k),Broadcasting | Noida +153 other locations
Coca-Cola Company,4.0,(1.1k),Beverage | Bangalore / Bengaluru +204 other locations
Edelweiss,3.7,(1.1k),Financial Services | Mumbai +113 other locations
Electronica Finance,4.1,(1.1k),NBFC | Pune +170 other locations
Salesforce,3.9,(1.1k),Software Product | Hyderabad / Secunderabad +40 other locations
Podar International School,4.1,(1.1k),Education & Training | Mumbai +124 other locations
Nilkamal,3.7,(1.1k),Furniture & Furnishing | Mumbai +112 other locations
PayPal,3.8,(1.1k),FinTech | Bangalore / Bengaluru +15 other locations
Johnson Lifts,3.9,(1.1k),Industrial Machinery | Chennai +75 other locations
Innova Solutions,3.3,(1.1k),IT Services & Consulting | Hyderabad / Secunderabad +37 other locations
Apollo Health and Lifestyle Limited,4.3,(1.1k),Healthcare | Hyderabad / Secunderabad +93 other locations
Bajaj Motors,3.9,(1.1k),Auto Components | Gurgaon / Gurugram +89 other locations
MDIndia Health Insurance TPA,3.6,(1.1k),Insurance | Pune +94 other locations
Aparna Constructions and Estates,3.9,(1.1k),Real Estate | Hyderabad / Secunderabad +21 other locations
HFCL Limited,3.7,(1.1k),Telecom | Hyderabad / Secunderabad +111 other locations
Meril,3.6,(1.1k),Medical Equipment | Vapi +80 other locations
CaratLane - A Tata Product,4.0,(1.1k),Jewellery | Chennai +86 other locations
Nielsen,3.4,(1.1k),Analytics & KPO | Bangalore / Bengaluru +74 other locations
Dhoot Transmission,3.7,(1.1k),Auto Components | Aurangabad +42 other locations
Birla Corporation,4.1,(1.1k),Building Material | Kolkata +143 other locations
Strides Pharma,3.9,(1.1k),Pharma | Bangalore / Bengaluru +34 other locations
Schaeffler India,4.0,(1.1k),Auto Components | Vadodara +27 other locations
Biocon Biologics,3.7,(1.1k),Biotechnology | Bangalore / Bengaluru +27 other locations
Zetwerk,4.0,(1.1k),Industrial Machinery | Bangalore / Bengaluru +118 other locations
Federal Bank,3.6,(1.1k),Banking | Mumbai +150 other locations
Indira IVF Hospital,4.0,(1.1k),Healthcare | Mumbai +105 other locations
London Stock Exchange Group,3.7,(1.1k),Financial Services | Bangalore / Bengaluru +11 other locations
Sri Chaitanya Techno Schools,3.4,(1.1k),Education & Training | Bangalore / Bengaluru +163 other locations
Prism Johnson,3.7,(1.1k),Building Material | Mumbai +142 other locations
Piaggio,3.6,(1.1k),Automobile | Pune +82 other locations
Edelweiss Life Insurance,3.7,(1.1k),Insurance | Mumbai +123 other locations
Wistron,4.0,(1.1k),Electronics Manufacturing | Bangalore / Bengaluru +22 other locations
Barbeque Nation,3.9,(1.1k),Hospitality | Bangalore / Bengaluru +83 other locations
Imperial Auto Industries,3.8,(1.1k),Auto Components | Faridabad +38 other locations
INDO-MIM,4.0,(1.1k),Metals & Mining | Bangalore / Bengaluru +34 other locations
ICON Plc,4.0,(1.1k),Clinical Research | Chennai +27 other locations
Jacobs Engineering Group,4.1,(1.1k),Engineering & Construction | Mumbai +42 other locations
Deccan Fine Chemicals,3.6,(1.1k),Agro Chemicals | Tuni +31 other locations
NxtWave,3.4,(1.1k),EdTech | Hyderabad / Secunderabad +52 other locations
VMware Software,4.4,(1.1k),Software Product | Bangalore / Bengaluru +18 other locations
Aptiv,3.4,(1.1k),Auto Components | Bangalore / Bengaluru +26 other locations
Motilal Oswal Home Finance,4.3,(1.1k),NBFC | Mumbai +127 other locations
Saipem,4.2,(1.1k),Engineering & Construction | Chennai +41 other locations
Sundaram Finance,4.0,(1.1k),NBFC | Chennai +247 other locations
Advantmed,4.2,(1.1k),Healthcare | Ahmedabad +15 other locations
Onward Technologies Inc,2.9,(1.1k),IT Services & Consulting | Pune +63 other locations
Hyundai Mobis,3.7,(1.1k),Auto Components | Chennai +47 other locations
Jabil Circuit India,4.0,(1.1k),Electronics Manufacturing | Pune +30 other locations
Balkrishna Industries,4.0,(1.1k),Auto Components | Bhuj +31 other locations
Navitasys India,4.1,(1.1k),Electronics Manufacturing | Bawal +25 other locations
Wonder Home Finance,4.6,(1.1k),NBFC | Jaipur +117 other locations
Kohler,3.7,(1.1k),Building Material | Pune +51 other locations
V2 Retail,3.4,(1.1k),Retail | New Delhi +126 other locations
Jet Airways,4.6,(1.1k),Aviation | Mumbai +45 other locations
Unicharm,4.0,(1.1k),FMCG | Gurgaon / Gurugram +187 other locations
Stanza Living,3.0,(1.1k),Internet | Bangalore / Bengaluru +36 other locations
Zydus Wellness,4.1,(1.1k),FMCG | Ahmedabad +128 other locations
TK Elevator,3.8,(1.1k),Industrial Machinery | Pune +79 other locations
Asirvad Microfinance,3.8,(1.1k),NBFC | Chennai +308 other locations
Syngenta,4.2,(1.1k),Agriculture | Pune +173 other locations
Kirloskar Brothers,3.8,(1.1k),Industrial Machinery | Pune +74 other locations
Hikal,3.8,(1.1k),Pharma | Bangalore / Bengaluru +22 other locations
Sri Chaitanya Educational Institutions,3.7,(1.1k),Education & Training | Hyderabad / Secunderabad +102 other locations
Adani Ports and SEZ,3.6,(1.1k),Ports & Shipping | Mundra +61 other locations
Nexa,3.9,(1.1k),Automobile | New Delhi +212 other locations
Tube Investments of India,3.8,(1.1k),Engineering & Construction | Chennai +63 other locations
CALIBEHR,3.9,(1.1k),IT Services & Consulting | Mumbai +182 other locations
GAIL,4.4,(1.1k),Oil & Gas | New Delhi +102 other locations
Air India Sats Airport Services,3.5,(1.1k),Aviation | New Delhi +48 other locations
Incheon Motors,4.7,(1.1k),Automobile | Thrissur +15 other locations
MAHLE ANAND Filter Systems,4.0,(1.1k),Auto Components | Pune +38 other locations
Godrej Agrovet,3.9,(1.1k),Agriculture | Mumbai +144 other locations
Vedanta Aluminium,3.8,(1k),Metals & Mining | Jharsuguda +45 other locations
Vayona Energy,4.0,(1k),Power | Bangalore / Bengaluru +68 other locations
Klm Axiva Finvest,4.4,(1k),NBFC | Bangalore / Bengaluru +158 other locations
MG Motor,3.8,(1k),Automobile | Vadodara +99 other locations
Gmmco,4.0,(1k),Industrial Machinery | Chennai +89 other locations
Hire In Global,4.9,(1k),Recruitment | Mumbai +54 other locations
Metropolis Healthcare,3.9,(1k),Healthcare | Mumbai +101 other locations
HPCL-Mittal Energy Limited,4.3,(1k),Petrochemicals | Bathinda +30 other locations
Bajaj Capital Insurance Broking Limited,4.4,(1k),Insurance | New Delhi +139 other locations
Metropolis Healthcare,3.9,(1k),Healthcare | Mumbai +101 other locations
Svatantra Microfin,3.9,(1k),NBFC | Mumbai +323 other locations
Pernod Ricard,3.5,(1k),Beverage | Gurgaon / Gurugram +119 other locations
Zf Rane Automotive,3.9,(1k),Auto Components | Chennai +50 other locations
Nippon Life India Asset Management,4.6,(1k),Financial Services | Mumbai +188 other locations
Power Grid Corporation of India,4.3,(1k),Power | Gurgaon / Gurugram +233 other locations
Spencer's Retail,3.8,(1k),Retail | Kolkata +63 other locations
TKIL,4.2,(1k),Industrial Machinery | Pune +61 other locations
Knorr-Bremse,3.3,(1k),Auto Components | Pune +30 other locations
TÜV NORD,3.7,(1k),"Testing, Inspection and Certification (TIC) | Pune +83 other locations"
Kinara Capital,4.2,(1k),NBFC | Bangalore / Bengaluru +112 other locations
Bharat Sanchar Nigam,3.9,(1k),Telecom | Bangalore / Bengaluru +239 other locations
Dana Anand,4.0,(1k),Auto Components | Pune +47 other locations
Aarvi Encon,3.9,(1k),Recruitment | Mumbai +128 other locations
Thermo Fisher Scientific,3.7,(1k),Biotechnology | Bangalore / Bengaluru +35 other locations
Hindustan Zinc,3.8,(1k),Metals & Mining | Udaipur +36 other locations
GlobalData,3.4,(1k),Analytics & KPO | Hyderabad / Secunderabad +22 other locations
Northcorp Software,4.8,(1k),IT Services & Consulting | Gurgaon / Gurugram +7 other locations
Aspire Systems,3.8,(1k),IT Services & Consulting | Chennai +23 other locations
SYSKA LED Lights,2.9,(1k),Consumer Electronics & Appliances | Pune +156 other locations
Ceasefire Industries,3.1,(1k),Industrial Machinery | New Delhi +77 other locations
Wheels,3.9,(1k),Auto Components | Chennai +46 other locations
Sahara India Pariwar,3.8,(1k),Broadcasting | Lucknow +248 other locations
BirlaNu,3.9,(1k),Building Material | Hyderabad / Secunderabad +108 other locations
Greenko Group,3.9,(1k),Power | Hyderabad / Secunderabad +80 other locations
Gharda Chemicals Limited,3.9,(1k),Agro Chemicals | Mumbai +72 other locations
Lakshmi Machine Works,3.8,(1k),Industrial Machinery | Coimbatore +32 other locations
Tata Capital Housing Finance,4.0,(1k),NBFC | Mumbai +167 other locations
ValueMomentum,3.2,(1k),IT Services & Consulting | Hyderabad / Secunderabad +11 other locations
Otis Elevator,4.1,(1k),Industrial Machinery | Bangalore / Bengaluru +71 other locations
Netcracker Technology,3.0,(1k),IT Services & Consulting | Hyderabad / Secunderabad +12 other locations
IIFL Home Finance,3.8,(1.1k),NBFC | Gurgaon / Gurugram +253 other locations
iQor Global Services,3.3,(1k),BPO | Noida +49 other locations
Vistaar Finance,4.0,(1k),NBFC | Bangalore / Bengaluru +201 other locations
Amara Raja Group,4.1,(1k),Auto Components | Tirupati +78 other locations
Allianz Technology,4.0,(1k),IT Services & Consulting | Pune +14 other locations
Temenos,3.2,(1k),Software Product | Chennai +11 other locations
Crompton Greaves Consumer Electricals,3.7,(1k),Consumer Electronics & Appliances | Mumbai +105 other locations
Uber,4.2,(1k),Internet | Hyderabad / Secunderabad +52 other locations
SitusAMC,3.3,(999),Financial Services | Bangalore / Bengaluru +18 other locations
Fractal Analytics,4.0,(1k),Analytics & KPO | Bangalore / Bengaluru +18 other locations
Vertiv,3.9,(1k),Electronics Manufacturing | Pune +54 other locations
Hitachi Energy,4.1,(998),Power | Chennai +37 other locations
Lemon Tree Hotels,4.0,(997),Hospitality | New Delhi +78 other locations
Encora,3.4,(997),IT Services & Consulting | Bangalore / Bengaluru +19 other locations
TradeIndia (Infocom Network Private Limited),3.3,(997),Internet | New Delhi +42 other locations
GVPR Engineers,3.7,(993),Engineering & Construction | Hyderabad / Secunderabad +93 other locations
ALLEN Career Institute,3.8,(993),Education & Training | Kota +71 other locations
Suzuki Motorcycle,4.0,(994),Automobile | Gurgaon / Gurugram +118 other locations
MakeMyTrip,3.5,(992),Internet | Gurgaon / Gurugram +46 other locations
NBC Bearings,3.9,(994),Auto Components | Jaipur +29 other locations
Visionet Systems,3.3,(990),IT Services & Consulting | Bangalore / Bengaluru +17 other locations
Perfetti Van Melle,4.2,(990),FMCG | Gurgaon / Gurugram +159 other locations
Westside,3.8,(989),Retail | Mumbai +106 other locations
Shyam Steel Group,3.5,(990),Iron & Steel | Kolkata +82 other locations
IB Group,3.8,(988),Food Processing | Rajnandgaon +151 other locations
Malabar Gold and Diamonds,4.0,(989),Jewellery | Hyderabad / Secunderabad +127 other locations
AstraZeneca,3.9,(984),Pharma | Chennai +49 other locations
eClinicalWorks,3.6,(984),Software Product | Mumbai +19 other locations
CarDekho Group,3.6,(984),Internet | Gurgaon / Gurugram +82 other locations
Secure Meters,3.9,(984),Electronics Manufacturing | Udaipur +72 other locations
SLMG Beverages,3.9,(985),Beverage | Lucknow +89 other locations
JW Marriott,4.2,(984),Hospitality | Mumbai +42 other locations
Hinduja Housing Finance,3.7,(982),NBFC | New Delhi +209 other locations
Colgate Palmolive,4.0,(985),FMCG | Mumbai +120 other locations
Hitachi Payment Services,3.6,(980),FinTech | Mumbai +87 other locations
Bounteous x Accolite,3.2,(980),IT Services & Consulting | Bangalore / Bengaluru +15 other locations
Atlas Copco,4.1,(980),Industrial Machinery | Pune +58 other locations
Pristyn Care,3.2,(978),Internet | Gurgaon / Gurugram +33 other locations
Thomas Cook,4.0,(977),Travel & Tourism | Mumbai +81 other locations
Mastek,3.6,(977),IT Services & Consulting | Mumbai +23 other locations
Fortrea Development India Private Limited,3.9,(977),Clinical Research | Bangalore / Bengaluru +11 other locations
QX Global Group,3.1,(976),BPO | Ahmedabad +20 other locations
United Breweries,3.3,(975),Beverage | Bangalore / Bengaluru +105 other locations
Star Cement,4.0,(975),Building Material | Guwahati +80 other locations
Syrma SGS Technologies,4.1,(973),Electronics Manufacturing | Chennai +23 other locations
Tata Cummins,4.4,(974),Auto Components | Jamshedpur +44 other locations
Comviva Technology,2.9,(975),Software Product | Gurgaon / Gurugram +18 other locations
Altisource,3.5,(972),Real Estate | Bangalore / Bengaluru +9 other locations
Collins Aerospace,3.8,(971),Defence & Aerospace | Bangalore / Bengaluru +11 other locations
ALTEN,3.6,(970),IT Services & Consulting | Bangalore / Bengaluru +23 other locations
Rebel Foods,3.7,(969),Hospitality | Mumbai +80 other locations
Aparajitha Corporate Services,3.8,(966),Legal | Madurai +98 other locations
Unity Small Finance Bank,3.6,(1k),Banking | Mumbai +145 other locations
Cult.fit,3.6,(967),Fitness & Wellness | Bangalore / Bengaluru +41 other locations
